timestamp,strategy,sim_start_date,day_of_sim,hour_of_day,price_per_kwh,rolling_peak_kw,cumulative_demand_charge_usd,gst_level_ft,hpt_level_ft,well_speed,booster_speed,booster_count,gwtp_power_kw,gwtp_energy_cost_cumulative_usd,do_mg_l,blower_duty,blower_count,wwtp_power_kw,wwtp_energy_cost_cumulative_usd,wet_well_level_ft,ls_pump_speed,ls_pump_count,ls_power_kw,ls_energy_cost_cumulative_usd,total_power_kw,total_energy_cost_cumulative_usd,total_bill_cumulative_usd,gwtp_solve_time_s,wwtp_solve_time_s,ls_solve_time_s,gwtp_solver_status,wwtp_solver_status,ls_solver_status
2026-01-01 00:00:00,nmpc,2026-01-01 00:00:00,1,0,0.02051,20.021,70.074,10.0,4.0,0.6231,0.2475,0,20.021,0.1027,2.0,0.0,0,0.0,0.0,5.0,0.0,0,0.0,0.0,20.021,0.1027,70.1767,0.0724,0.1671,0.509,,,
2026-01-01 00:15:00,nmpc,2026-01-01 00:00:00,1,0,0.02051,32.455,113.5919,10.732,2.0,0.6218,0.2561,0,20.163,0.206,1.829,0.0,0,0.0,0.0,10.0,1.0,0,12.292,0.063,32.455,0.2691,113.861,0.0576,0.215,0.4864,,,
2026-01-01 00:30:00,nmpc,2026-01-01 00:00:00,1,0,0.02051,32.455,113.5919,11.45,2.0,0.6177,0.2573,0,20.09,0.3091,1.658,0.0095,0,0.429,0.0022,7.07,0.0,0,0.0,0.063,20.518,0.3743,113.9662,0.0502,0.2828,0.5144,,,
2026-01-01 00:45:00,nmpc,2026-01-01 00:00:00,1,0,0.02051,43.137,150.9798,12.16,2.0,0.6137,0.2587,0,20.021,0.4117,1.5,0.2405,0,10.825,0.0577,10.0,1.0,0,12.292,0.1261,43.137,0.5955,151.5753,0.0482,0.0776,0.433,,,
2026-01-01 01:00:00,nmpc,2026-01-01 00:00:00,1,1,0.02079,43.137,150.9798,12.861,2.0,0.6097,0.2602,0,19.957,0.5154,1.671,0.0002,0,0.008,0.0577,7.07,0.0,0,0.0,0.1261,19.965,0.6992,151.679,0.0476,0.0522,0.246,,,
2026-01-01 01:15:00,nmpc,2026-01-01 00:00:00,1,1,0.02079,43.137,150.9798,13.553,2.0,0.6058,0.262,0,19.897,0.6188,1.5,0.2406,0,10.825,0.114,10.0,1.0,0,12.292,0.1899,43.014,0.9228,151.9026,0.0624,0.0643,0.5334,,,
2026-01-01 01:30:00,nmpc,2026-01-01 00:00:00,1,1,0.02079,43.137,150.9798,14.237,2.0,0.4817,0.2913,0,17.509,0.7099,1.671,0.0002,0,0.008,0.114,7.07,0.0,0,0.0,0.1899,17.517,1.0138,151.9936,1.2033,0.0495,0.543,,,
2026-01-01 01:45:00,nmpc,2026-01-01 00:00:00,1,1,0.02079,43.137,150.9798,14.67,2.0,0.3105,0.3273,0,14.122,0.7833,1.5,0.2256,0,10.153,0.1668,10.0,1.0,0,12.292,0.2538,36.568,1.2039,152.1837,1.225,0.0558,0.5204,,,
2026-01-01 02:00:00,nmpc,2026-01-01 00:00:00,1,2,0.02098,43.137,150.9798,14.765,2.0,0.2745,0.3358,0,13.431,0.8537,1.65,0.0,0,0.0,0.1668,7.07,0.0,0,0.0,0.2538,13.431,1.2743,152.2541,1.252,0.0239,0.5566,,,
2026-01-01 02:15:00,nmpc,2026-01-01 00:00:00,1,2,0.02098,43.137,150.9798,14.788,2.0,0.238,0.332,0,12.475,0.9191,1.5,0.3161,0,14.224,0.2414,10.0,1.0,0,12.292,0.3183,38.99,1.4788,152.4586,1.3974,0.0787,0.5298,,,
2026-01-01 02:30:00,nmpc,2026-01-01 00:00:00,1,2,0.02098,43.137,150.9798,14.753,2.0,0.2995,0.3436,0,14.189,0.9936,1.8,0.0,0,0.0,0.2414,6.17,0.0,0,0.0,0.3183,14.189,1.5533,152.5331,1.4821,0.0658,0.4643,,,
2026-01-01 02:45:00,nmpc,2026-01-01 00:00:00,1,2,0.02098,43.137,150.9798,14.808,2.0,0.2865,0.3518,0,14.043,1.0672,1.65,0.0,0,0.0,0.2414,10.0,1.0,0,12.292,0.3828,26.335,1.6914,152.6712,1.2785,0.171,0.4788,,,
2026-01-01 03:00:00,nmpc,2026-01-01 00:00:00,1,3,0.02177,43.137,150.9798,14.83,2.0,0.2956,0.3612,0,14.454,1.1459,1.5,0.1054,0,4.742,0.2672,6.17,0.0,0,0.0,0.3828,19.196,1.7959,152.7757,1.3966,0.0604,0.4586,,,
2026-01-01 03:15:00,nmpc,2026-01-01 00:00:00,1,3,0.02177,43.137,150.9798,14.855,2.0,0.3029,0.3707,0,14.822,1.2265,1.5,0.2108,0,9.486,0.3189,10.0,1.0,0,12.292,0.4497,36.6,1.9951,152.9749,1.7337,0.059,0.4199,,,
2026-01-01 03:30:00,nmpc,2026-01-01 00:00:00,1,3,0.02177,43.137,150.9798,14.88,2.0,0.3151,0.3821,0,15.347,1.3101,1.65,0.0001,0,0.003,0.3189,6.17,0.0,0,0.0,0.4497,15.35,2.0786,153.0584,1.4285,0.0358,0.4087,,,
2026-01-01 03:45:00,nmpc,2026-01-01 00:00:00,1,3,0.02177,43.137,150.9798,14.91,2.0,0.2321,0.3542,0,12.785,1.3797,1.5,0.211,0,9.496,0.3706,10.0,1.0,0,12.292,0.5166,34.573,2.2668,153.2466,1.5585,0.0402,0.3946,,,
2026-01-01 04:00:00,nmpc,2026-01-01 00:00:00,1,4,0.02365,43.137,150.9798,14.837,2.0,0.3159,0.3719,0,15.16,1.4693,1.65,0.0002,0,0.009,0.3706,6.18,0.0,0,0.0,0.5166,15.17,2.3565,153.3363,1.192,0.034,0.3737,,,
2026-01-01 04:15:00,nmpc,2026-01-01 00:00:00,1,4,0.02365,43.137,150.9798,14.882,2.0,0.2967,0.3747,0,14.753,1.5565,1.5,0.2116,0,9.524,0.4269,10.0,1.0,0,12.292,0.5892,36.569,2.5727,153.5525,1.0876,0.0403,0.3836,,,
