timestamp,strategy,sim_start_date,day_of_sim,hour_of_day,price_per_kwh,rolling_peak_kw,cumulative_demand_charge_usd,gst_level_ft,hpt_level_ft,well_speed,booster_speed,booster_count,gwtp_power_kw,gwtp_energy_cost_cumulative_usd,do_mg_l,blower_duty,blower_count,wwtp_power_kw,wwtp_energy_cost_cumulative_usd,wet_well_level_ft,ls_pump_speed,ls_pump_count,ls_power_kw,ls_energy_cost_cumulative_usd,total_power_kw,total_energy_cost_cumulative_usd,total_bill_cumulative_usd,gwtp_solve_time_s,wwtp_solve_time_s,ls_solve_time_s,gwtp_solver_status,wwtp_solver_status,ls_solver_status
2025-10-01 00:00:00,nmpc,2025-10-01 00:00:00,1,0,0.02313,20.026,70.0902,10.0,4.0,0.6233,0.2475,0,20.026,0.1158,2.0,0.0,0,0.0,0.0,5.0,0.0,0,0.0,0.0,20.026,0.1158,70.206,0.0756,0.0992,0.4213,,,
2025-10-01 00:15:00,nmpc,2025-10-01 00:00:00,1,0,0.02313,32.459,113.6075,10.732,2.0,0.622,0.2561,0,20.167,0.2324,1.829,0.0,0,0.0,0.0,10.0,1.0,0,12.292,0.0711,32.459,0.3035,113.911,0.0446,0.1338,0.377,,,
2025-10-01 00:30:00,nmpc,2025-10-01 00:00:00,1,0,0.02313,32.459,113.6075,11.451,2.0,0.6179,0.2573,0,20.094,0.3486,1.658,0.0095,0,0.429,0.0025,7.07,0.0,0,0.0,0.0711,20.523,0.4222,114.0297,0.0394,0.2343,0.3735,,,
2025-10-01 00:45:00,nmpc,2025-10-01 00:00:00,1,0,0.02313,43.141,150.9947,12.161,2.0,0.6139,0.2586,0,20.025,0.4644,1.5,0.2405,0,10.825,0.0651,10.0,1.0,0,12.292,0.1422,43.141,0.6716,151.6663,0.04,0.0563,0.3628,,,
2025-10-01 01:00:00,nmpc,2025-10-01 00:00:00,1,1,0.02133,43.141,150.9947,12.863,2.0,0.6099,0.2602,0,19.962,0.5709,1.671,0.0002,0,0.008,0.0651,7.07,0.0,0,0.0,0.1422,19.97,0.7781,151.7728,0.0437,0.0334,0.3784,,,
2025-10-01 01:15:00,nmpc,2025-10-01 00:00:00,1,1,0.02133,43.141,150.9947,13.555,2.0,0.606,0.2619,0,19.902,0.677,1.5,0.2406,0,10.825,0.1228,10.0,1.0,0,12.292,0.2077,43.019,1.0075,152.0022,0.0406,0.0401,0.3615,,,
2025-10-01 01:30:00,nmpc,2025-10-01 00:00:00,1,1,0.02133,43.141,150.9947,14.239,2.0,0.4876,0.2945,0,17.715,0.7714,1.671,0.0002,0,0.008,0.1229,7.07,0.0,0,0.0,0.2077,17.723,1.102,152.0967,1.0193,0.033,0.4103,,,
2025-10-01 01:45:00,nmpc,2025-10-01 00:00:00,1,1,0.02133,43.141,150.9947,14.679,2.0,0.3068,0.3476,0,14.446,0.8485,1.5,0.2256,0,10.153,0.177,10.0,1.0,0,12.292,0.2732,36.892,1.2988,152.2934,1.0945,0.0405,0.3791,,,
2025-10-01 02:00:00,nmpc,2025-10-01 00:00:00,1,2,0.01957,43.141,150.9947,14.741,2.0,0.2954,0.3502,0,14.224,0.9181,1.65,0.0,0,0.0,0.177,7.07,0.0,0,0.0,0.2732,14.224,1.3683,152.363,1.0093,0.024,0.356,,,
2025-10-01 02:15:00,nmpc,2025-10-01 00:00:00,1,2,0.01957,43.141,150.9947,14.78,2.0,0.2669,0.3362,0,13.257,0.9829,1.5,0.3161,0,14.224,0.2466,10.0,1.0,0,12.292,0.3334,39.772,1.5629,152.5576,1.0208,0.0524,0.403,,,
