timestamp,strategy,sim_start_date,day_of_sim,hour_of_day,price_per_kwh,rolling_peak_kw,cumulative_demand_charge_usd,gst_level_ft,hpt_level_ft,well_speed,booster_speed,booster_count,gwtp_power_kw,gwtp_energy_cost_cumulative_usd,do_mg_l,blower_duty,blower_count,wwtp_power_kw,wwtp_energy_cost_cumulative_usd,wet_well_level_ft,ls_pump_speed,ls_pump_count,ls_power_kw,ls_energy_cost_cumulative_usd,total_power_kw,total_energy_cost_cumulative_usd,total_bill_cumulative_usd,gwtp_solve_time_s,wwtp_solve_time_s,ls_solve_time_s,gwtp_solver_status,wwtp_solver_status,ls_solver_status
2026-01-01 00:00:00,baseline,2026-01-01 00:00:00,1,0,0.02051,0.0,0.0,10.0,4.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2026-01-01 00:15:00,baseline,2026-01-01 00:00:00,1,0,0.02051,77.622,271.6757,10.0,2.0,0.0,1.0,1,20.33,0.1042,1.829,1.0,1,45.0,0.2307,10.0,0.0,1,12.292,0.063,77.622,0.398,272.0737,0.0,0.0,0.0,,,
2026-01-01 00:30:00,baseline,2026-01-01 00:00:00,1,0,0.02051,77.622,271.6757,8.678,3.596,1.0,1.0,1,44.385,0.3318,3.011,0.0,0,0.0,0.2307,7.07,0.0,1,12.292,0.1261,56.676,0.6886,272.3643,0.0,0.0,0.0,,,
2026-01-01 00:45:00,baseline,2026-01-01 00:00:00,1,0,0.02051,77.622,271.6757,9.056,5.191,1.0,0.0,0,24.055,0.4552,2.84,0.0,0,0.0,0.2307,4.15,0.0,0,0.0,0.1261,24.055,0.812,272.4877,0.0,0.0,0.0,,,
2026-01-01 01:00:00,baseline,2026-01-01 00:00:00,1,1,0.02079,77.622,271.6757,10.755,2.0,0.0,1.0,1,20.33,0.5608,2.669,0.0,0,0.0,0.2307,10.0,0.0,1,12.292,0.1899,32.622,0.9815,272.6572,0.0,0.0,0.0,,,
2026-01-01 01:15:00,baseline,2026-01-01 00:00:00,1,1,0.02079,77.622,271.6757,9.433,3.595,1.0,1.0,1,44.385,0.7915,2.498,0.0,0,0.0,0.2307,7.07,0.0,1,12.292,0.2538,56.676,1.2761,272.9518,0.0,0.0,0.0,,,
2026-01-01 01:30:00,baseline,2026-01-01 00:00:00,1,1,0.02079,77.622,271.6757,9.811,5.189,1.0,0.0,0,24.055,0.9165,2.326,0.0,0,0.0,0.2307,4.15,0.0,0,0.0,0.2538,24.055,1.4011,273.0768,0.0,0.0,0.0,,,
2026-01-01 01:45:00,baseline,2026-01-01 00:00:00,1,1,0.02079,77.622,271.6757,11.511,2.0,0.0,1.0,1,20.33,1.0222,2.155,0.0,0,0.0,0.2307,10.0,0.0,1,12.292,0.3177,32.622,1.5707,273.2464,0.0,0.0,0.0,,,
2026-01-01 02:00:00,baseline,2026-01-01 00:00:00,1,2,0.02098,77.622,271.6757,10.189,3.591,0.0,1.0,1,20.33,1.1288,1.984,1.0,1,45.0,0.4668,7.07,0.0,1,12.292,0.3822,77.622,1.9778,273.6535,0.0,0.0,0.0,,,
2026-01-01 02:15:00,baseline,2026-01-01 00:00:00,1,2,0.02098,77.622,271.6757,8.867,5.179,1.0,0.0,0,24.055,1.255,3.155,0.0,0,0.0,0.4668,3.24,0.0,0,0.0,0.3822,24.055,2.104,273.7797,0.0,0.0,0.0,,,
2026-01-01 02:30:00,baseline,2026-01-01 00:00:00,1,2,0.02098,77.622,271.6757,10.567,2.0,0.0,1.0,1,20.33,1.3616,3.005,0.0,0,0.0,0.4668,9.63,0.0,1,12.292,0.4467,32.622,2.2751,273.9508,0.0,0.0,0.0,,,
2026-01-01 02:45:00,baseline,2026-01-01 00:00:00,1,2,0.02098,77.622,271.6757,9.245,3.573,1.0,1.0,1,44.385,1.5944,2.855,0.0,0,0.0,0.4668,5.8,0.0,0,0.0,0.4467,44.385,2.5078,274.1836,0.0,0.0,0.0,,,
2026-01-01 03:00:00,baseline,2026-01-01 00:00:00,1,3,0.02177,77.622,271.6757,9.622,5.133,1.0,0.0,0,24.055,1.7254,2.705,0.0,0,0.0,0.4668,10.0,0.0,1,12.292,0.5135,36.347,2.7057,274.3814,0.0,0.0,0.0,,,
2026-01-01 03:15:00,baseline,2026-01-01 00:00:00,1,3,0.02177,77.622,271.6757,11.322,2.0,0.0,1.0,1,20.33,1.836,2.555,0.0,0,0.0,0.4668,6.17,0.0,0,0.0,0.5135,20.33,2.8163,274.492,0.0,0.0,0.0,,,
